Location,Month,Prices
"St. John's, Newfoundland and Labrador",Jan-90,61.1
"St. John's, Newfoundland and Labrador",Feb-90,61.5
"St. John's, Newfoundland and Labrador",Mar-90,61.7
"St. John's, Newfoundland and Labrador",Apr-90,62.7
"St. John's, Newfoundland and Labrador",May-90,63.3
"St. John's, Newfoundland and Labrador",Jun-90,63.4
"St. John's, Newfoundland and Labrador",Jul-90,63.5
"St. John's, Newfoundland and Labrador",Aug-90,63.6
"St. John's, Newfoundland and Labrador",Sep-90,65.7
"St. John's, Newfoundland and Labrador",Oct-90,70.2
"St. John's, Newfoundland and Labrador",Nov-90,71.6
"St. John's, Newfoundland and Labrador",Dec-90,75.2
"St. John's, Newfoundland and Labrador",Jan-91,78.1
"St. John's, Newfoundland and Labrador",Feb-91,73.9
"St. John's, Newfoundland and Labrador",Mar-91,69.1
"St. John's, Newfoundland and Labrador",Apr-91,66.7
"St. John's, Newfoundland and Labrador",May-91,66.6
"St. John's, Newfoundland and Labrador",Jun-91,66.5
"St. John's, Newfoundland and Labrador",Jul-91,66.5
"St. John's, Newfoundland and Labrador",Aug-91,66.6
"St. John's, Newfoundland and Labrador",Sep-91,66.5
"St. John's, Newfoundland and Labrador",Oct-91,66.5
"St. John's, Newfoundland and Labrador",Nov-91,66.5
"St. John's, Newfoundland and Labrador",Dec-91,66.5
"St. John's, Newfoundland and Labrador",Jan-92,67
"St. John's, Newfoundland and Labrador",Feb-92,67.4
"St. John's, Newfoundland and Labrador",Mar-92,67.5
"St. John's, Newfoundland and Labrador",Apr-92,67.6
"St. John's, Newfoundland and Labrador",May-92,67.4
"St. John's, Newfoundland and Labrador",Jun-92,67.4
"St. John's, Newfoundland and Labrador",Jul-92,67.4
"St. John's, Newfoundland and Labrador",Aug-92,67.6
"St. John's, Newfoundland and Labrador",Sep-92,67.6
"St. John's, Newfoundland and Labrador",Oct-92,66.8
"St. John's, Newfoundland and Labrador",Nov-92,66.2
"St. John's, Newfoundland and Labrador",Dec-92,66.6
"St. John's, Newfoundland and Labrador",Jan-93,64.8
"St. John's, Newfoundland and Labrador",Feb-93,64.8
"St. John's, Newfoundland and Labrador",Mar-93,64
"St. John's, Newfoundland and Labrador",Apr-93,64
"St. John's, Newfoundland and Labrador",May-93,65
"St. John's, Newfoundland and Labrador",Jun-93,66
"St. John's, Newfoundland and Labrador",Jul-93,67.2
"St. John's, Newfoundland and Labrador",Aug-93,66.2
"St. John's, Newfoundland and Labrador",Sep-93,66.2
"St. John's, Newfoundland and Labrador",Oct-93,65.6
"St. John's, Newfoundland and Labrador",Nov-93,64.4
"St. John's, Newfoundland and Labrador",Dec-93,63.6
"St. John's, Newfoundland and Labrador",Jan-94,62.9
"St. John's, Newfoundland and Labrador",Feb-94,62.9
"St. John's, Newfoundland and Labrador",Mar-94,64.9
"St. John's, Newfoundland and Labrador",Apr-94,65.7
"St. John's, Newfoundland and Labrador",May-94,67.8
"St. John's, Newfoundland and Labrador",Jun-94,67.9
"St. John's, Newfoundland and Labrador",Jul-94,67.9
"St. John's, Newfoundland and Labrador",Aug-94,67.9
"St. John's, Newfoundland and Labrador",Sep-94,68.2
"St. John's, Newfoundland and Labrador",Oct-94,70
"St. John's, Newfoundland and Labrador",Nov-94,70.1
"St. John's, Newfoundland and Labrador",Dec-94,70.1
"St. John's, Newfoundland and Labrador",Jan-95,68.5
"St. John's, Newfoundland and Labrador",Feb-95,68.9
"St. John's, Newfoundland and Labrador",Mar-95,70
"St. John's, Newfoundland and Labrador",Apr-95,70.3
"St. John's, Newfoundland and Labrador",May-95,74.4
"St. John's, Newfoundland and Labrador",Jun-95,74.5
"St. John's, Newfoundland and Labrador",Jul-95,74.5
"St. John's, Newfoundland and Labrador",Aug-95,73.3
"St. John's, Newfoundland and Labrador",Sep-95,70.9
"St. John's, Newfoundland and Labrador",Oct-95,70.7
"St. John's, Newfoundland and Labrador",Nov-95,69
"St. John's, Newfoundland and Labrador",Dec-95,69
"St. John's, Newfoundland and Labrador",Jan-96,69
"St. John's, Newfoundland and Labrador",Feb-96,67.8
"St. John's, Newfoundland and Labrador",Mar-96,67.4
"St. John's, Newfoundland and Labrador",Apr-96,69.9
"St. John's, Newfoundland and Labrador",May-96,72
"St. John's, Newfoundland and Labrador",Jun-96,71.8
"St. John's, Newfoundland and Labrador",Jul-96,62.9
"St. John's, Newfoundland and Labrador",Aug-96,64.2
"St. John's, Newfoundland and Labrador",Sep-96,70.1
"St. John's, Newfoundland and Labrador",Oct-96,69.6
"St. John's, Newfoundland and Labrador",Nov-96,69.9
"St. John's, Newfoundland and Labrador",Dec-96,71.1
"St. John's, Newfoundland and Labrador",Jan-97,67.2
"St. John's, Newfoundland and Labrador",Feb-97,67.2
"St. John's, Newfoundland and Labrador",Mar-97,67.1
"St. John's, Newfoundland and Labrador",Apr-97,71.6
"St. John's, Newfoundland and Labrador",May-97,70.9
"St. John's, Newfoundland and Labrador",Jun-97,70.9
"St. John's, Newfoundland and Labrador",Jul-97,71
"St. John's, Newfoundland and Labrador",Aug-97,71
"St. John's, Newfoundland and Labrador",Sep-97,71.3
"St. John's, Newfoundland and Labrador",Oct-97,70.7
"St. John's, Newfoundland and Labrador",Nov-97,69.8
"St. John's, Newfoundland and Labrador",Dec-97,70.1
"St. John's, Newfoundland and Labrador",Jan-98,73.6
"St. John's, Newfoundland and Labrador",Feb-98,72.4
"St. John's, Newfoundland and Labrador",Mar-98,70.9
"St. John's, Newfoundland and Labrador",Apr-98,70.3
"St. John's, Newfoundland and Labrador",May-98,70.3
"St. John's, Newfoundland and Labrador",Jun-98,70
"St. John's, Newfoundland and Labrador",Jul-98,70
"St. John's, Newfoundland and Labrador",Aug-98,70
"St. John's, Newfoundland and Labrador",Sep-98,70
"St. John's, Newfoundland and Labrador",Oct-98,70
"St. John's, Newfoundland and Labrador",Nov-98,69.7
"St. John's, Newfoundland and Labrador",Dec-98,67.9
"St. John's, Newfoundland and Labrador",Jan-99,64.7
"St. John's, Newfoundland and Labrador",Feb-99,64.7
"St. John's, Newfoundland and Labrador",Mar-99,65.3
"St. John's, Newfoundland and Labrador",Apr-99,68.2
"St. John's, Newfoundland and Labrador",May-99,71.7
"St. John's, Newfoundland and Labrador",Jun-99,70.3
"St. John's, Newfoundland and Labrador",Jul-99,70.8
"St. John's, Newfoundland and Labrador",Aug-99,75.5
"St. John's, Newfoundland and Labrador",Sep-99,76.1
"St. John's, Newfoundland and Labrador",Oct-99,79.5
"St. John's, Newfoundland and Labrador",Nov-99,78.3
"St. John's, Newfoundland and Labrador",Dec-99,82.3
"St. John's, Newfoundland and Labrador",Jan-00,81.3
"St. John's, Newfoundland and Labrador",Feb-00,83.1
"St. John's, Newfoundland and Labrador",Mar-00,88.6
"St. John's, Newfoundland and Labrador",Apr-00,85.7
"St. John's, Newfoundland and Labrador",May-00,86.7
"St. John's, Newfoundland and Labrador",Jun-00,92.1
"St. John's, Newfoundland and Labrador",Jul-00,94.5
"St. John's, Newfoundland and Labrador",Aug-00,89.7
"St. John's, Newfoundland and Labrador",Sep-00,92.4
"St. John's, Newfoundland and Labrador",Oct-00,92.4
"St. John's, Newfoundland and Labrador",Nov-00,95.5
"St. John's, Newfoundland and Labrador",Dec-00,90.9
"St. John's, Newfoundland and Labrador",Jan-01,87.7
"St. John's, Newfoundland and Labrador",Feb-01,87.7
"St. John's, Newfoundland and Labrador",Mar-01,87.7
"St. John's, Newfoundland and Labrador",Apr-01,89.8
"St. John's, Newfoundland and Labrador",May-01,95.2
"St. John's, Newfoundland and Labrador",Jun-01,91.4
"St. John's, Newfoundland and Labrador",Jul-01,84.4
"St. John's, Newfoundland and Labrador",Aug-01,83.4
"St. John's, Newfoundland and Labrador",Sep-01,86.7
"St. John's, Newfoundland and Labrador",Oct-01,81.7
"St. John's, Newfoundland and Labrador",Nov-01,76.6
"St. John's, Newfoundland and Labrador",Dec-01,73.7
"St. John's, Newfoundland and Labrador",Jan-02,73.8
"St. John's, Newfoundland and Labrador",Feb-02,75.7
"St. John's, Newfoundland and Labrador",Mar-02,77.1
"St. John's, Newfoundland and Labrador",Apr-02,81.8
"St. John's, Newfoundland and Labrador",May-02,84.5
"St. John's, Newfoundland and Labrador",Jun-02,82.8
"St. John's, Newfoundland and Labrador",Jul-02,83.3
"St. John's, Newfoundland and Labrador",Aug-02,85.3
"St. John's, Newfoundland and Labrador",Sep-02,86.6
"St. John's, Newfoundland and Labrador",Oct-02,87.4
"St. John's, Newfoundland and Labrador",Nov-02,89.1
"St. John's, Newfoundland and Labrador",Dec-02,86.9
"St. John's, Newfoundland and Labrador",Jan-03,89.8
"St. John's, Newfoundland and Labrador",Feb-03,91.7
"St. John's, Newfoundland and Labrador",Mar-03,95.2
"St. John's, Newfoundland and Labrador",Apr-03,89.7
"St. John's, Newfoundland and Labrador",May-03,86.4
"St. John's, Newfoundland and Labrador",Jun-03,85
"St. John's, Newfoundland and Labrador",Jul-03,85.3
"St. John's, Newfoundland and Labrador",Aug-03,87.4
"St. John's, Newfoundland and Labrador",Sep-03,93.9
"St. John's, Newfoundland and Labrador",Oct-03,87.9
"St. John's, Newfoundland and Labrador",Nov-03,86.9
"St. John's, Newfoundland and Labrador",Dec-03,86.1
"St. John's, Newfoundland and Labrador",Jan-04,87.8
"St. John's, Newfoundland and Labrador",Feb-04,90.1
"St. John's, Newfoundland and Labrador",Mar-04,93.8
"St. John's, Newfoundland and Labrador",Apr-04,95
"St. John's, Newfoundland and Labrador",May-04,101.7
"St. John's, Newfoundland and Labrador",Jun-04,104
"St. John's, Newfoundland and Labrador",Jul-04,99.3
"St. John's, Newfoundland and Labrador",Aug-04,100
"St. John's, Newfoundland and Labrador",Sep-04,100.1
"St. John's, Newfoundland and Labrador",Oct-04,103.3
"St. John's, Newfoundland and Labrador",Nov-04,101
"St. John's, Newfoundland and Labrador",Dec-04,97.3
"St. John's, Newfoundland and Labrador",Jan-05,93.2
"St. John's, Newfoundland and Labrador",Feb-05,98.3
"St. John's, Newfoundland and Labrador",Mar-05,99.9
"St. John's, Newfoundland and Labrador",Apr-05,105.6
"St. John's, Newfoundland and Labrador",May-05,106.1
"St. John's, Newfoundland and Labrador",Jun-05,105.8
"St. John's, Newfoundland and Labrador",Jul-05,109.3
"St. John's, Newfoundland and Labrador",Aug-05,113.7
"St. John's, Newfoundland and Labrador",Sep-05,131.2
"St. John's, Newfoundland and Labrador",Oct-05,121.2
"St. John's, Newfoundland and Labrador",Nov-05,106.4
"St. John's, Newfoundland and Labrador",Dec-05,105.5
"St. John's, Newfoundland and Labrador",Jan-06,109.4
"St. John's, Newfoundland and Labrador",Feb-06,109.7
"St. John's, Newfoundland and Labrador",Mar-06,105.5
"St. John's, Newfoundland and Labrador",Apr-06,120.7
"St. John's, Newfoundland and Labrador",May-06,124.4
"St. John's, Newfoundland and Labrador",Jun-06,121.3
"St. John's, Newfoundland and Labrador",Jul-06,122
"St. John's, Newfoundland and Labrador",Aug-06,125.8
"St. John's, Newfoundland and Labrador",Sep-06,110.3
"St. John's, Newfoundland and Labrador",Oct-06,103.8
"St. John's, Newfoundland and Labrador",Nov-06,102.8
"St. John's, Newfoundland and Labrador",Dec-06,106.7
"St. John's, Newfoundland and Labrador",Jan-07,104.4
"St. John's, Newfoundland and Labrador",Feb-07,103.4
"St. John's, Newfoundland and Labrador",Mar-07,115.7
"St. John's, Newfoundland and Labrador",Apr-07,119.7
"St. John's, Newfoundland and Labrador",May-07,123.3
"St. John's, Newfoundland and Labrador",Jun-07,124.5
"St. John's, Newfoundland and Labrador",Jul-07,122.4
"St. John's, Newfoundland and Labrador",Aug-07,117.5
"St. John's, Newfoundland and Labrador",Sep-07,115.4
"St. John's, Newfoundland and Labrador",Oct-07,114.5
"St. John's, Newfoundland and Labrador",Nov-07,117
"St. John's, Newfoundland and Labrador",Dec-07,122
"St. John's, Newfoundland and Labrador",Jan-08,122
"St. John's, Newfoundland and Labrador",Feb-08,121.3
"St. John's, Newfoundland and Labrador",Mar-08,126.5
"St. John's, Newfoundland and Labrador",Apr-08,128.3
"St. John's, Newfoundland and Labrador",May-08,139.6
"St. John's, Newfoundland and Labrador",Jun-08,148
"St. John's, Newfoundland and Labrador",Jul-08,152.8
"St. John's, Newfoundland and Labrador",Aug-08,142.8
"St. John's, Newfoundland and Labrador",Sep-08,146.3
"St. John's, Newfoundland and Labrador",Oct-08,131
"St. John's, Newfoundland and Labrador",Nov-08,104.3
"St. John's, Newfoundland and Labrador",Dec-08,92.8
"St. John's, Newfoundland and Labrador",Jan-09,92
"St. John's, Newfoundland and Labrador",Feb-09,98.4
"St. John's, Newfoundland and Labrador",Mar-09,99.1
"St. John's, Newfoundland and Labrador",Apr-09,101.4
"St. John's, Newfoundland and Labrador",May-09,107.7
"St. John's, Newfoundland and Labrador",Jun-09,115
"St. John's, Newfoundland and Labrador",Jul-09,116
"St. John's, Newfoundland and Labrador",Aug-09,114.3
"St. John's, Newfoundland and Labrador",Sep-09,114.6
"St. John's, Newfoundland and Labrador",Oct-09,109.5
"St. John's, Newfoundland and Labrador",Nov-09,116.6
"St. John's, Newfoundland and Labrador",Dec-09,114.6
"St. John's, Newfoundland and Labrador",Jan-10,115.7
"St. John's, Newfoundland and Labrador",Feb-10,114.8
"St. John's, Newfoundland and Labrador",Mar-10,119
"St. John's, Newfoundland and Labrador",Apr-10,118.9
"St. John's, Newfoundland and Labrador",May-10,117.8
"St. John's, Newfoundland and Labrador",Jun-10,113.3
"St. John's, Newfoundland and Labrador",Jul-10,114.6
"St. John's, Newfoundland and Labrador",Aug-10,114.9
"St. John's, Newfoundland and Labrador",Sep-10,113
"St. John's, Newfoundland and Labrador",Oct-10,117.4
"St. John's, Newfoundland and Labrador",Nov-10,119.2
"St. John's, Newfoundland and Labrador",Dec-10,123.3
"St. John's, Newfoundland and Labrador",Jan-11,126.2
"St. John's, Newfoundland and Labrador",Feb-11,126.3
"St. John's, Newfoundland and Labrador",Mar-11,133.7
"St. John's, Newfoundland and Labrador",Apr-11,141.6
"St. John's, Newfoundland and Labrador",May-11,143.1
"St. John's, Newfoundland and Labrador",Jun-11,136.9
"St. John's, Newfoundland and Labrador",Jul-11,136.6
"St. John's, Newfoundland and Labrador",Aug-11,136.7
"St. John's, Newfoundland and Labrador",Sep-11,137.8
"St. John's, Newfoundland and Labrador",Oct-11,136.2
"St. John's, Newfoundland and Labrador",Nov-11,134.3
"St. John's, Newfoundland and Labrador",Dec-11,131.6
"St. John's, Newfoundland and Labrador",Jan-12,133.9
"St. John's, Newfoundland and Labrador",Feb-12,138.4
"St. John's, Newfoundland and Labrador",Mar-12,144.2
"St. John's, Newfoundland and Labrador",Apr-12,148.9
"St. John's, Newfoundland and Labrador",May-12,141.2
"St. John's, Newfoundland and Labrador",Jun-12,135.2
"St. John's, Newfoundland and Labrador",Jul-12,130.8
"St. John's, Newfoundland and Labrador",Aug-12,137.5
"St. John's, Newfoundland and Labrador",Sep-12,143.8
"St. John's, Newfoundland and Labrador",Oct-12,141.9
"St. John's, Newfoundland and Labrador",Nov-12,134.4
"St. John's, Newfoundland and Labrador",Dec-12,131.9
"St. John's, Newfoundland and Labrador",Jan-13,132.8
"St. John's, Newfoundland and Labrador",Feb-13,140.4
"St. John's, Newfoundland and Labrador",Mar-13,138.9
"St. John's, Newfoundland and Labrador",Apr-13,133.3
"St. John's, Newfoundland and Labrador",May-13,130.4
"St. John's, Newfoundland and Labrador",Jun-13,133.5
"St. John's, Newfoundland and Labrador",Jul-13,136.8
"St. John's, Newfoundland and Labrador",Aug-13,139
"St. John's, Newfoundland and Labrador",Sep-13,140.2
"St. John's, Newfoundland and Labrador",Oct-13,131.4
"St. John's, Newfoundland and Labrador",Nov-13,132.4
"St. John's, Newfoundland and Labrador",Dec-13,135.9
"St. John's, Newfoundland and Labrador",Jan-14,137.6
"St. John's, Newfoundland and Labrador",Feb-14,140.7
"St. John's, Newfoundland and Labrador",Mar-14,142
"St. John's, Newfoundland and Labrador",Apr-14,142.3
"St. John's, Newfoundland and Labrador",May-14,144.8
"St. John's, Newfoundland and Labrador",Jun-14,144.2
"St. John's, Newfoundland and Labrador",Jul-14,142
"St. John's, Newfoundland and Labrador",Aug-14,138.5
"St. John's, Newfoundland and Labrador",Sep-14,139.6
"St. John's, Newfoundland and Labrador",Oct-14,135.6
"St. John's, Newfoundland and Labrador",Nov-14,124.7
"St. John's, Newfoundland and Labrador",Dec-14,113
"St. John's, Newfoundland and Labrador",Jan-15,102.4
"St. John's, Newfoundland and Labrador",Feb-15,112
"St. John's, Newfoundland and Labrador",Mar-15,119.1
"St. John's, Newfoundland and Labrador",Apr-15,116
"St. John's, Newfoundland and Labrador",May-15,123.7
"St. John's, Newfoundland and Labrador",Jun-15,129.6
"St. John's, Newfoundland and Labrador",Jul-15,128
"St. John's, Newfoundland and Labrador",Aug-15,120.4
"St. John's, Newfoundland and Labrador",Sep-15,113.1
"St. John's, Newfoundland and Labrador",Oct-15,109.5
"St. John's, Newfoundland and Labrador",Nov-15,109.3
"St. John's, Newfoundland and Labrador",Dec-15,105.1
"St. John's, Newfoundland and Labrador",Jan-16,99.9
"St. John's, Newfoundland and Labrador",Feb-16,96.4
"St. John's, Newfoundland and Labrador",Mar-16,95.6
"St. John's, Newfoundland and Labrador",Apr-16,107.6
"St. John's, Newfoundland and Labrador",May-16,110.8
"St. John's, Newfoundland and Labrador",Jun-16,132.4
"St. John's, Newfoundland and Labrador",Jul-16,128.6
"St. John's, Newfoundland and Labrador",Aug-16,129.1
"St. John's, Newfoundland and Labrador",Sep-16,134.1
"St. John's, Newfoundland and Labrador",Oct-16,136
"St. John's, Newfoundland and Labrador",Nov-16,134
"St. John's, Newfoundland and Labrador",Dec-16,136.1
"St. John's, Newfoundland and Labrador",Jan-17,142.9
"St. John's, Newfoundland and Labrador",Feb-17,136.7
"St. John's, Newfoundland and Labrador",Mar-17,132.7
"St. John's, Newfoundland and Labrador",Apr-17,139.3
"St. John's, Newfoundland and Labrador",May-17,136.3
"St. John's, Newfoundland and Labrador",Jun-17,121.2
"St. John's, Newfoundland and Labrador",Jul-17,118.9
"St. John's, Newfoundland and Labrador",Aug-17,122.8
"St. John's, Newfoundland and Labrador",Sep-17,132.2
"St. John's, Newfoundland and Labrador",Oct-17,126.4
"St. John's, Newfoundland and Labrador",Nov-17,133.4
"St. John's, Newfoundland and Labrador",Dec-17,124.8
"St. John's, Newfoundland and Labrador",Jan-18,127.1
"St. John's, Newfoundland and Labrador",Feb-18,128.3
"St. John's, Newfoundland and Labrador",Mar-18,128.4
"St. John's, Newfoundland and Labrador",Apr-18,137.3
"St. John's, Newfoundland and Labrador",May-18,143.5
"St. John's, Newfoundland and Labrador",Jun-18,140.7
"St. John's, Newfoundland and Labrador",Jul-18,141.1
"St. John's, Newfoundland and Labrador",Aug-18,138.9
"St. John's, Newfoundland and Labrador",Sep-18,137.8
"St. John's, Newfoundland and Labrador",Oct-18,137.8
"St. John's, Newfoundland and Labrador",Nov-18,125
"St. John's, Newfoundland and Labrador",Dec-18,115.7
"St. John's, Newfoundland and Labrador",Jan-19,113
"St. John's, Newfoundland and Labrador",Feb-19,118.8
"St. John's, Newfoundland and Labrador",Mar-19,128.7
"St. John's, Newfoundland and Labrador",Apr-19,137.3
"St. John's, Newfoundland and Labrador",May-19,136.9
"St. John's, Newfoundland and Labrador",Jun-19,126
"St. John's, Newfoundland and Labrador",Jul-19,134.3
"St. John's, Newfoundland and Labrador",Aug-19,129.2
"St. John's, Newfoundland and Labrador",Sep-19,127.3
"St. John's, Newfoundland and Labrador",Oct-19,127.1
"St. John's, Newfoundland and Labrador",Nov-19,128
"St. John's, Newfoundland and Labrador",Dec-19,128.1
"St. John's, Newfoundland and Labrador",Jan-20,129.6
"St. John's, Newfoundland and Labrador",Feb-20,126.1
"St. John's, Newfoundland and Labrador",Mar-20,107.5
"St. John's, Newfoundland and Labrador",Apr-20,87.2
"St. John's, Newfoundland and Labrador",May-20,97.3
"St. John's, Newfoundland and Labrador",Jun-20,108.7
"St. John's, Newfoundland and Labrador",Jul-20,113
"St. John's, Newfoundland and Labrador",Aug-20,112.5
"St. John's, Newfoundland and Labrador",Sep-20,112.4
"St. John's, Newfoundland and Labrador",Oct-20,116
"St. John's, Newfoundland and Labrador",Nov-20,117.9
"St. John's, Newfoundland and Labrador",Dec-20,122.7
"St. John's, Newfoundland and Labrador",Jan-21,130.6
"St. John's, Newfoundland and Labrador",Feb-21,136.6
"St. John's, Newfoundland and Labrador",Mar-21,147.4
"St. John's, Newfoundland and Labrador",Apr-21,147
"St. John's, Newfoundland and Labrador",May-21,149.4
"St. John's, Newfoundland and Labrador",Jun-21,150.8
"St. John's, Newfoundland and Labrador",Jul-21,159.2
"St. John's, Newfoundland and Labrador",Aug-21,157.7
"St. John's, Newfoundland and Labrador",Sep-21,159.6
"St. John's, Newfoundland and Labrador",Oct-21,165.9
"St. John's, Newfoundland and Labrador",Nov-21,164.9
"St. John's, Newfoundland and Labrador",Dec-21,157.4
"St. John's, Newfoundland and Labrador",Jan-22,165
"St. John's, Newfoundland and Labrador",Feb-22,176.7
"St. John's, Newfoundland and Labrador",Mar-22,193.5
"St. John's, Newfoundland and Labrador",Apr-22,195.7
"St. John's, Newfoundland and Labrador",May-22,221.3
"St. John's, Newfoundland and Labrador",Jun-22,225.6
"St. John's, Newfoundland and Labrador",Jul-22,206.2
"St. John's, Newfoundland and Labrador",Aug-22,190.2
"St. John's, Newfoundland and Labrador",Sep-22,172.6
"St. John's, Newfoundland and Labrador",Oct-22,185.9
"St. John's, Newfoundland and Labrador",Nov-22,187
"St. John's, Newfoundland and Labrador",Dec-22,163.6
"St. John's, Newfoundland and Labrador",Jan-23,171.4
"St. John's, Newfoundland and Labrador",Feb-23,171.8
"St. John's, Newfoundland and Labrador",Mar-23,171
"St. John's, Newfoundland and Labrador",Apr-23,180
"St. John's, Newfoundland and Labrador",May-23,171.4
"St. John's, Newfoundland and Labrador",Jun-23,174.2
"St. John's, Newfoundland and Labrador",Jul-23,180.6
"St. John's, Newfoundland and Labrador",Aug-23,193.8
"St. John's, Newfoundland and Labrador",Sep-23,195.8
"St. John's, Newfoundland and Labrador",Oct-23,180
"St. John's, Newfoundland and Labrador",Nov-23,174.2
"St. John's, Newfoundland and Labrador",Dec-23,168.8
"St. John's, Newfoundland and Labrador",Jan-24,167
"St. John's, Newfoundland and Labrador",Feb-24,174.2
"St. John's, Newfoundland and Labrador",Mar-24,179.4
,,
"Charlottetown, Prince Edward Island",Jan-90,56.8
"Charlottetown, Prince Edward Island",Feb-90,57.1
"Charlottetown, Prince Edward Island",Mar-90,57.3
"Charlottetown, Prince Edward Island",Apr-90,58.6
"Charlottetown, Prince Edward Island",May-90,59
"Charlottetown, Prince Edward Island",Jun-90,59.6
"Charlottetown, Prince Edward Island",Jul-90,60.8
"Charlottetown, Prince Edward Island",Aug-90,60.9
"Charlottetown, Prince Edward Island",Sep-90,60.9
"Charlottetown, Prince Edward Island",Oct-90,61
"Charlottetown, Prince Edward Island",Nov-90,61
"Charlottetown, Prince Edward Island",Dec-90,67.6
"Charlottetown, Prince Edward Island",Jan-91,74.8
"Charlottetown, Prince Edward Island",Feb-91,74.1
"Charlottetown, Prince Edward Island",Mar-91,70.4
"Charlottetown, Prince Edward Island",Apr-91,66.5
"Charlottetown, Prince Edward Island",May-91,63.2
"Charlottetown, Prince Edward Island",Jun-91,62.9
"Charlottetown, Prince Edward Island",Jul-91,62
"Charlottetown, Prince Edward Island",Aug-91,62
"Charlottetown, Prince Edward Island",Sep-91,62.6
"Charlottetown, Prince Edward Island",Oct-91,63.5
"Charlottetown, Prince Edward Island",Nov-91,63.5
"Charlottetown, Prince Edward Island",Dec-91,63.6
"Charlottetown, Prince Edward Island",Jan-92,63.9
"Charlottetown, Prince Edward Island",Feb-92,63.9
"Charlottetown, Prince Edward Island",Mar-92,63.6
"Charlottetown, Prince Edward Island",Apr-92,62.5
"Charlottetown, Prince Edward Island",May-92,62.5
"Charlottetown, Prince Edward Island",Jun-92,62.5
"Charlottetown, Prince Edward Island",Jul-92,62.6
"Charlottetown, Prince Edward Island",Aug-92,63.3
"Charlottetown, Prince Edward Island",Sep-92,63.2
"Charlottetown, Prince Edward Island",Oct-92,63.3
"Charlottetown, Prince Edward Island",Nov-92,63.4
"Charlottetown, Prince Edward Island",Dec-92,63.4
"Charlottetown, Prince Edward Island",Jan-93,61.3
"Charlottetown, Prince Edward Island",Feb-93,61.3
"Charlottetown, Prince Edward Island",Mar-93,61.1
"Charlottetown, Prince Edward Island",Apr-93,58.6
"Charlottetown, Prince Edward Island",May-93,58
"Charlottetown, Prince Edward Island",Jun-93,58.1
"Charlottetown, Prince Edward Island",Jul-93,58.6
"Charlottetown, Prince Edward Island",Aug-93,58.6
"Charlottetown, Prince Edward Island",Sep-93,58.6
"Charlottetown, Prince Edward Island",Oct-93,58.5
"Charlottetown, Prince Edward Island",Nov-93,58.5
"Charlottetown, Prince Edward Island",Dec-93,58.4
"Charlottetown, Prince Edward Island",Jan-94,56.8
"Charlottetown, Prince Edward Island",Feb-94,56.8
"Charlottetown, Prince Edward Island",Mar-94,56.7
"Charlottetown, Prince Edward Island",Apr-94,57.3
"Charlottetown, Prince Edward Island",May-94,58
"Charlottetown, Prince Edward Island",Jun-94,58
"Charlottetown, Prince Edward Island",Jul-94,59.1
"Charlottetown, Prince Edward Island",Aug-94,60.3
"Charlottetown, Prince Edward Island",Sep-94,61
"Charlottetown, Prince Edward Island",Oct-94,62
"Charlottetown, Prince Edward Island",Nov-94,62
"Charlottetown, Prince Edward Island",Dec-94,61.8
"Charlottetown, Prince Edward Island",Jan-95,61.8
"Charlottetown, Prince Edward Island",Feb-95,61.7
"Charlottetown, Prince Edward Island",Mar-95,63.2
"Charlottetown, Prince Edward Island",Apr-95,63.3
"Charlottetown, Prince Edward Island",May-95,63.5
"Charlottetown, Prince Edward Island",Jun-95,64
"Charlottetown, Prince Edward Island",Jul-95,64.2
"Charlottetown, Prince Edward Island",Aug-95,64.4
"Charlottetown, Prince Edward Island",Sep-95,64.4
"Charlottetown, Prince Edward Island",Oct-95,64.3
"Charlottetown, Prince Edward Island",Nov-95,63.3
"Charlottetown, Prince Edward Island",Dec-95,61.9
"Charlottetown, Prince Edward Island",Jan-96,61.8
"Charlottetown, Prince Edward Island",Feb-96,61.8
"Charlottetown, Prince Edward Island",Mar-96,62.5
"Charlottetown, Prince Edward Island",Apr-96,63.1
"Charlottetown, Prince Edward Island",May-96,63.8
"Charlottetown, Prince Edward Island",Jun-96,63.9
"Charlottetown, Prince Edward Island",Jul-96,62.5
"Charlottetown, Prince Edward Island",Aug-96,62.9
"Charlottetown, Prince Edward Island",Sep-96,62.9
"Charlottetown, Prince Edward Island",Oct-96,62.9
"Charlottetown, Prince Edward Island",Nov-96,65.6
"Charlottetown, Prince Edward Island",Dec-96,65.4
"Charlottetown, Prince Edward Island",Jan-97,63.8
"Charlottetown, Prince Edward Island",Feb-97,63.8
"Charlottetown, Prince Edward Island",Mar-97,64.1
"Charlottetown, Prince Edward Island",Apr-97,64.5
"Charlottetown, Prince Edward Island",May-97,62.6
"Charlottetown, Prince Edward Island",Jun-97,61.5
"Charlottetown, Prince Edward Island",Jul-97,60.1
"Charlottetown, Prince Edward Island",Aug-97,60.1
"Charlottetown, Prince Edward Island",Sep-97,59.7
"Charlottetown, Prince Edward Island",Oct-97,59.6
"Charlottetown, Prince Edward Island",Nov-97,60.3
"Charlottetown, Prince Edward Island",Dec-97,60.3
"Charlottetown, Prince Edward Island",Jan-98,64.4
"Charlottetown, Prince Edward Island",Feb-98,64
"Charlottetown, Prince Edward Island",Mar-98,61
"Charlottetown, Prince Edward Island",Apr-98,60.5
